concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	concept_code
2110497	Transtemporal approach to posterior cranial fossa, jugular foramen or midline skull base, including mastoidectomy, decompression of sigmoid sinus and/or facial nerve, with or without mobilization	Procedure	CPT4	CPT4	61595
2110517	Transcatheter permanent occlusion or embolization (eg, for tumor destruction, to achieve hemostasis, to occlude a vascular malformation), percutaneous, any method; central nervous system (intracranial, spinal cord)	Procedure	CPT4	CPT4	61624
2110843	Excision of neuroma; cutaneous nerve, surgically identifiable	Procedure	CPT4	CPT4	64774
2110959	Paracentesis of anterior chamber of eye (separate procedure); with removal of blood, with or without irrigation and/or air injection	Procedure	CPT4	CPT4	65815
2111122	Repair of ectropion; excision tarsal wedge	Procedure	CPT4	CPT4	67916
2213586	End-stage renal disease (ESRD) related services monthly, for patients 12-19 years of age to include monitoring for the adequacy of nutrition, assessment of growth and development, and counseling of parents; with 1 face-to-face visit by a physician or othe	Observation	CPT4	CPT4	90959
2313754	Hearing aid examination and selection; binaural	Procedure	CPT4	CPT4	92591
2314142	Central motor evoked potential study (transcranial motor stimulation); upper limbs	Procedure	CPT4	CPT4	95928
2514471	Domiciliary or rest home visit for the evaluation and management of a new patient, which requires these 3 key components: An expanded problem focused history; An expanded problem focused examination; and Medical decision making of low complexity. Counseli	Procedure	CPT4	CPT4	99325
2726778	Supplement Tricuspid Valve with Synthetic Substitute, Percutaneous Approach	Procedure	ICD10PCS	ICD10PCS	02UJ3JZ
2726785	Supplement Right Ventricle with Zooplastic Tissue, Open Approach	Procedure	ICD10PCS	ICD10PCS	02UK08Z
2726804	Repair Right Pulmonary Artery, Open Approach	Procedure	ICD10PCS	ICD10PCS	02QQ0ZZ
2726866	Replacement of Aortic Valve with Nonautologous Tissue Substitute, Open Approach	Procedure	ICD10PCS	ICD10PCS	02RF0KZ
2728538	Extirpation of Matter from Right Internal Carotid Artery, Percutaneous Approach	Procedure	ICD10PCS	ICD10PCS	03CK3ZZ
2734529	Excision of Portal Vein, Open Approach	Procedure	ICD10PCS	ICD10PCS	06B80ZZ
2742025	Excision of Left Sphenoid Sinus, Percutaneous Endoscopic Approach	Procedure	ICD10PCS	ICD10PCS	09BX4ZZ
2745049	Drainage of Right Maxillary Sinus, Percutaneous Endoscopic Approach	Procedure	ICD10PCS	ICD10PCS	099Q4ZZ
2749316	Drainage of Stomach with Drainage Device, Via Natural or Artificial Opening Endoscopic	Procedure	ICD10PCS	ICD10PCS	0D9680Z
2750970	Extirpation of Matter from Left Hepatic Duct, Via Natural or Artificial Opening Endoscopic	Procedure	ICD10PCS	ICD10PCS	0FC68ZZ
2753374	Resection of Left Large Intestine, Open Approach	Procedure	ICD10PCS	ICD10PCS	0DTG0ZZ
2757450	Transfer Facial Muscle with Skin and Subcutaneous Tissue, Open Approach	Procedure	ICD10PCS	ICD10PCS	0KX10Z2
2757917	Release Left Hip Tendon, Open Approach	Procedure	ICD10PCS	ICD10PCS	0LNK0ZZ
2762698	Excision of Lumbar Vertebra, Percutaneous Approach, Diagnostic	Procedure	ICD10PCS	ICD10PCS	0QB03ZX
2767774	Fusion of Thoracic Vertebral Joint with Interbody Fusion Device, Posterior Approach, Anterior Column, Open Approach	Procedure	ICD10PCS	ICD10PCS	0RG60AJ
2773151	Removal of Synthetic Substitute from Right Shoulder Joint, Open Approach	Procedure	ICD10PCS	ICD10PCS	0RPJ0JZ
2774089	Replacement of Left Hip Joint with Ceramic on Polyethylene Synthetic Substitute, Cemented, Open Approach	Procedure	ICD10PCS	ICD10PCS	0SRB049
2779555	Drainage of Pericardial Cavity, Percutaneous Approach, Diagnostic	Procedure	ICD10PCS	ICD10PCS	0W9D3ZX
2780144	Excision of Cervix, Via Natural or Artificial Opening, Diagnostic	Procedure	ICD10PCS	ICD10PCS	0UBC7ZX
2780252	Repair Penis, Open Approach	Procedure	ICD10PCS	ICD10PCS	0VQS0ZZ
2781143	Occlusion of Bilateral Fallopian Tubes with Extraluminal Device, Open Approach	Procedure	ICD10PCS	ICD10PCS	0UL70CZ
2782399	Repair Right Hand, External Approach	Procedure	ICD10PCS	ICD10PCS	0XQJXZZ
2784502	Detachment at Left 4th Toe, Complete, Open Approach	Procedure	ICD10PCS	ICD10PCS	0Y6W0Z0
2784568	Extraction of Products of Conception, Mid Forceps, Via Natural or Artificial Opening	Procedure	ICD10PCS	ICD10PCS	10D07Z4
2784637	Supplement Chest Wall with Synthetic Substitute, Open Approach	Procedure	ICD10PCS	ICD10PCS	0WU80JZ
2787055	Measurement of Products of Conception, Cardiac Rhythm, External Approach	Procedure	ICD10PCS	ICD10PCS	4A0HXFZ
2788925	Transfusion of Nonautologous Hematopoietic Stem Cells into Peripheral Vein, Percutaneous Approach	Procedure	ICD10PCS	ICD10PCS Hierarchy	30233Y1
2793378	Planar Nuclear Medicine Imaging of Right and Left Heart using Technetium 99m (Tc-99m)	Procedure	ICD10PCS	ICD10PCS	C2161ZZ
4003191	Closed fracture of alveolar ridge of maxilla	Condition	SNOMED	Clinical Finding	110021005
4050834	Insect bite, nonvenomous, of breast	Condition	SNOMED	Clinical Finding	211105005
4071202	Neonatal hypertension	Condition	SNOMED	Clinical Finding	206596003
4091474	Malignant neoplasm of myometrium of corpus uteri	Condition	SNOMED	Clinical Finding	188193007
4091486	Malignant neoplasm of overlapping lesion of urinary organs	Condition	SNOMED	Clinical Finding	188256008
4109624	Embryonic cyst of broad ligament	Condition	SNOMED	Clinical Finding	253826001
4113305	Midline fissured, notched and cleft nose	Condition	SNOMED	Clinical Finding	253735004
4149398	Congenital renal failure	Condition	SNOMED	Clinical Finding	268854008
4155198	Puncture wound of great toe	Condition	SNOMED	Clinical Finding	283541001
4173459	Methylmalonic acidemia	Condition	SNOMED	Clinical Finding	42393006
4197765	Bacterial arthritis of hip	Condition	SNOMED	Clinical Finding	431606003
4208028	Injury of median nerve distal to forearm	Condition	SNOMED	Clinical Finding	439072001
4212994	Extranodal NK/T-cell lymphoma, nasal type	Condition	SNOMED	Clinical Finding	414166008
4219370	Hyperostosis interna frontalis	Condition	SNOMED	Clinical Finding	82054006
4284702	Epidermolysis bullosa simplex	Condition	SNOMED	Clinical Finding	67144006
4311405	Biopsy	Procedure	SNOMED	Procedure	86273004
4330794	Alcohol intake exceeds recommended daily limit	Observation	SNOMED	Clinical Finding	429775004
4344398	Wrist pyogenic arthritis	Condition	SNOMED	Clinical Finding	239778009
19019135	Magnesium Aspartate 615 MG Delayed Release Oral Tablet	Drug	RxNorm	Clinical Drug	359739
19025637	Secobarbital 100 MG Oral Capsule [Seconal Sodium]	Drug	RxNorm	Branded Drug	201625
19027669	20 ML Zidovudine 10 MG/ML Injection	Drug	RxNorm	Quant Clinical Drug	204534
19028907	efavirenz 200 MG Oral Capsule	Drug	RxNorm	Clinical Drug	205290
19032995	hydroquinone 40 MG/ML Topical Cream [Melpaque HP]	Drug	RxNorm	Branded Drug	206614
19033492	Lomustine 10 MG Oral Capsule [CeeNU]	Drug	RxNorm	Branded Drug	206794
19040307	Lovastatin 10 MG Oral Tablet [Mevacor]	Drug	RxNorm	Branded Drug	209013
19045723	Lactobacillus acidophilus 5000000 ORGANISMS Oral Capsule [Bacid]	Drug	RxNorm	Branded Drug	211029
19061825	GARLIC POWDER 200 MG Oral Tablet	Drug	RxNorm	Clinical Drug	249607
19102186	Risperidone 37.5 MG Injection	Drug	RxNorm	Clinical Drug	402011
19133745	phytosterol esters 500 MG Oral Capsule	Drug	RxNorm	Clinical Drug	832876
40161303	Menthol 0.03 MG/MG / methyl salicylate 0.1 MG/MG Medicated Patch [Salonpas Pain Relief Patch]	Drug	RxNorm	Branded Drug	853149
40162658	Amitriptyline Hydrochloride 10 MG / Perphenazine 2 MG Oral Tablet	Drug	RxNorm	Clinical Drug	856706
40169359	Acitretin 17.5 MG Oral Capsule [Soriatane]	Drug	RxNorm	Branded Drug	894861
40169987	Morphine Sulfate 30 MG Extended Release Oral Capsule [Kadian]	Drug	RxNorm	Branded Drug	892658
40184415	Homatropine hydrobromide 20 MG/ML Ophthalmic Solution [Isopto Homatropine]	Drug	RxNorm	Branded Drug	992749
40185056	Methamphetamine Hydrochloride 5 MG Oral Tablet	Drug	RxNorm	Clinical Drug	977860
40235418	Allantoin 5 MG/ML Topical Lotion	Drug	RxNorm	Clinical Drug	1087954
40238324	Guaifenesin 50 MG/ML / Pseudoephedrine Hydrochloride 7.5 MG/ML Oral Solution [Tusnel Pediatric]	Drug	RxNorm	Branded Drug	1099636
40239250	Monobasic potassium phosphate 0.0408 MEQ/ML Oral Solution	Drug	RxNorm	Clinical Drug	1101775
40664657	Patient not discharged to home by post-operative day #2 following cea	Observation	HCPCS	HCPCS	G8838
42628676	Laryngoplasty, medialization, unilateral	Procedure	CPT4	CPT4	31591
42708584	Ascorbic Acid 60 MG / Hyaluronic Acid 20 MG Oral Capsule	Drug	RxNorm	Clinical Drug	1246831
42708739	24 HR tramadol hydrochloride 150 MG Extended Release Oral Capsule	Drug	RxNorm	Quant Clinical Drug	1248115
42708748	Docusate Sodium 40 MG / Ferrous fumarate 150 MG Extended Release Oral Tablet	Drug	RxNorm	Clinical Drug	1248127
42902466	Nitroglycerin 0.2 MG/HR Transdermal System [Minitran]	Drug	RxNorm	Branded Drug	1359579
42903277	Estradiol 0.00104 MG/HR Transdermal System [Alora]	Drug	RxNorm	Branded Drug	1360390
43013207	{21 (Ethinyl Estradiol 0.03 MG / Levonorgestrel 0.15 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Chateal 28 Day]	Drug	RxNorm	Branded Pack	1364848
43533373	Assistive listening device, personal blue tooth fm/dm receiver	Device	HCPCS	HCPCS	V5286
44784856	Lutein 45 MG / zeaxanthin 1.8 MG Oral Capsule	Drug	RxNorm	Clinical Drug	1483683
45763849	Catheter-associated urinary tract infection	Condition	SNOMED	Clinical Finding	700372006
45767635	Closed fracture of anterior wall of acetabulum	Condition	SNOMED	Clinical Finding	705104001
45772704	Open fracture of distal phalanx of little finger	Condition	SNOMED	Clinical Finding	704185005
46269878	Abscess of intestine co-occurrent and due to Crohn's disease of small and large intestine	Condition	SNOMED	Clinical Finding	1085801000119106
46271391	Fusion of thoracic spine	Procedure	SNOMED	Procedure	709504001
46274073	Abscess of intestine co-occurrent and due to Crohn's disease of large intestine	Condition	SNOMED	Clinical Finding	1085751000119100
46276279	diphtheria toxoid vaccine, inactivated 4 UNT/ML / tetanus toxoid vaccine, inactivated 10 UNT/ML Injection	Drug	RxNorm	Clinical Drug	1657594
46287384	200 ML Ciprofloxacin 2 MG/ML Injection	Drug	RxNorm	Quant Clinical Drug	1665212
72988	Pyogenic arthritis of hand	Condition	SNOMED	Clinical Finding	61112000
78506	Kashin-Beck disease of multiple sites	Condition	SNOMED	Clinical Finding	201929006
78621	Crushing injury of knee	Condition	SNOMED	Clinical Finding	38128008
135654	Macrodactylia of toes	Condition	SNOMED	Clinical Finding	4136000
141944	Acute osteomyelitis of humerus	Condition	SNOMED	Clinical Finding	203164005
192369	Old laceration of cervix	Condition	SNOMED	Clinical Finding	65370002
192681	Prostatic intraepithelial neoplasia	Condition	SNOMED	Clinical Finding	254901000
193591	Meconium ileus	Condition	SNOMED	Clinical Finding	206523001
194088	Hypertrophic elongation of cervix	Condition	SNOMED	Clinical Finding	198353000
194989	Bilateral recurrent inguinal hernia with obstruction but no gangrene	Condition	SNOMED	Clinical Finding	73052009
198645	Third degree burn of lower limb	Condition	SNOMED	Clinical Finding	55473001
432556	Candidal meningitis	Condition	SNOMED	Clinical Finding	45021001
434193	Closed traumatic dislocation of distal radioulnar joint of wrist	Condition	SNOMED	Clinical Finding	57467003
434632	Kleptomania	Condition	SNOMED	Clinical Finding	69361009
436072	Bipolar disorder in partial remission	Condition	SNOMED	Clinical Finding	5703000
436407	Diffuse interstitial keratitis	Condition	SNOMED	Clinical Finding	17157001
436859	Insect bite, nonvenomous, of shoulder and upper arm, infected	Condition	SNOMED	Clinical Finding	211220005
436904	Herpes simplex eyelid dermatitis	Condition	SNOMED	Clinical Finding	186544000
436906	Disease caused by rickettsiae	Condition	SNOMED	Clinical Finding	37246009
439160	Open fracture of body of mandible	Condition	SNOMED	Clinical Finding	69425000
439785	Moderate mixed bipolar I disorder	Condition	SNOMED	Clinical Finding	40926005
440889	Late effect of injury to blood vessels of thorax, abdomen AND/OR pelvis	Condition	SNOMED	Clinical Finding	2053005
440892	Toxic effect of isopropyl alcohol	Condition	SNOMED	Clinical Finding	212813006
441087	Vulval and/or perineal hematoma during delivery - delivered	Condition	SNOMED	Clinical Finding	199944006
442334	Synovitis AND/OR tenosynovitis associated with another disease	Condition	SNOMED	Clinical Finding	4248008
713924	24 HR ropinirole 12 MG Extended Release Oral Tablet [Requip]	Drug	RxNorm	Quant Branded Drug	824961
901656	Menthol	Drug	RxNorm	Ingredient	6750
915831	isopropyl unoprostone 1.5 MG/ML Ophthalmic Solution [Eescula]	Drug	RxNorm	Branded Drug	284449
917380	Desoximetasone 0.0025 MG/MG Topical Ointment [Topicort]	Drug	RxNorm	Branded Drug	94348
941472	terconazole	Drug	RxNorm	Ingredient	37806
950313	Lactase 9000 UNT Oral Tablet [Lactaid]	Drug	RxNorm	Branded Drug	795817
993230	Calcium Carbonate 550 MG / Magnesium Hydroxide 110 MG Chewable Tablet	Drug	RxNorm	Clinical Drug	242623
1237050	Theophylline 100 MG Oral Capsule	Drug	RxNorm	Clinical Drug	198255
1326501	Cocaine abuse, in remission	Condition	ICD10CM	5-char billing code	F14.11
1436678	Tamoxifen	Drug	RxNorm	Ingredient	10324
1518135	24 HR Lovastatin 20 MG / Niacin 500 MG Extended Release Oral Tablet [Advicor]	Drug	RxNorm	Quant Branded Drug	791838
1750728	24 HR Clarithromycin 500 MG Extended Release Oral Tablet	Drug	RxNorm	Quant Clinical Drug	359385
1759372	Pyrantel 50 MG/ML Oral Suspension	Drug	RxNorm	Clinical Drug	312733
1799160	Oseltamivir 45 MG Oral Capsule	Drug	RxNorm	Clinical Drug	728113
1836950	Tetracycline 100 MG Oral Capsule	Drug	RxNorm	Clinical Drug	198249
2000011	Implantation of chemotherapeutic agent	Procedure	ICD9Proc	4-dig billing code	00.10
2000253	Injection of neurolytic agent into sympathetic nerve	Procedure	ICD9Proc	4-dig billing code	05.32
2000525	Other iridoplasty	Procedure	ICD9Proc	4-dig billing code	12.39
2000841	Endoscopic robotic assisted procedure	Procedure	ICD9Proc	4-dig billing code	17.44
2001114	Other operations on nasal sinuses	Procedure	ICD9Proc	3-dig billing code	22.9
2001424	Suture of laceration of diaphragm	Procedure	ICD9Proc	4-dig billing code	34.82
2001567	Implant of single ventricular (extracorporeal) external heart assist system	Procedure	ICD9Proc	4-dig billing code	37.65
2003251	Other incision of other bile duct	Procedure	ICD9Proc	4-dig billing code	51.59
2004050	Open biopsy of testis	Procedure	ICD9Proc	4-dig billing code	62.12
2004409	Transabdominal cerclage of cervix	Procedure	ICD9Proc	4-dig billing code	67.51
2004868	Biopsy of facial bone	Procedure	ICD9Proc	4-dig billing code	76.11
2005297	Internal fixation of bone without fracture reduction, radius and ulna	Procedure	ICD9Proc	4-dig billing code	78.53
2005770	Other excision of joint, elbow	Procedure	ICD9Proc	4-dig billing code	80.92
2006613	Insertion of tissue expander	Procedure	ICD9Proc	4-dig billing code	86.93
2007803	Combined alcohol and drug detoxification	Procedure	ICD9Proc	4-dig billing code	94.68
2008105	Removal of other device from digestive system	Procedure	ICD9Proc	4-dig billing code	97.59
2008155	Removal of packing from trunk, not elsewhere classified	Procedure	ICD9Proc	4-dig billing code	97.85
2008181	Removal of intraluminal foreign body from larynx without incision	Procedure	ICD9Proc	4-dig billing code	98.14
2100895	Anesthesia for procedures on the thoracic spine and cord, via an anterior transthoracic approach; not utilizing 1 lung ventilation	Procedure	CPT4	CPT4	00625
2101669	Anesthesia for procedures on arteries of knee and popliteal area; not otherwise specified	Procedure	CPT4	CPT4	01440
2101715	Anesthesia for procedures on arteries of shoulder and axilla; not otherwise specified	Procedure	CPT4	CPT4	01650
2102053	Excision, malignant lesion including margins, scalp, neck, hands, feet, genitalia; excised diameter 0.6 to 1.0 cm	Procedure	CPT4	CPT4	11621
2102938	Application of multiplane (pins or wires in more than 1 plane), unilateral, external fixation with stereotactic computer-assisted adjustment (eg, spatial frame), including imaging; initial and subsequent alignment(s), assessment(s), and computation(s) of 	Procedure	CPT4	CPT4	20696
2103074	Impression and custom preparation; mandibular resection prosthesis	Procedure	CPT4	CPT4	21081
2103158	Reconstruction of mandibular rami and/or body, sagittal split; without internal rigid fixation	Procedure	CPT4	CPT4	21195
2103172	Osteotomy, maxilla, segmental (eg, Wassmund or Schuchard)	Procedure	CPT4	CPT4	21206
2103980	Open treatment of humeral supracondylar or transcondylar fracture, includes internal fixation, when performed; with intercondylar extension	Procedure	CPT4	CPT4	24546
2104653	Open treatment of carpometacarpal fracture dislocation, thumb (Bennett fracture), includes internal fixation, when performed	Procedure	CPT4	CPT4	26665
2107308	AJCC Breast Cancer Stage 0 documented (ONC)	Observation	CPT4	CPT4	3370F
2107714	Repair blood vessel, direct; intrathoracic, with bypass	Procedure	CPT4	CPT4	35211
2108744	Palatoplasty for cleft palate; attachment pharyngeal flap	Procedure	CPT4	CPT4	42225
2109347	Cholecystotomy or cholecystostomy, open, with exploration, drainage, or removal of calculus (separate procedure)	Procedure	CPT4	CPT4	47480
2109902	Destruction of lesion(s), penis (eg, condyloma, papilloma, molluscum contagiosum, herpetic vesicle), simple; cryosurgery	Procedure	CPT4	CPT4	54056
2110016	Excision of lesion of spermatic cord (separate procedure)	Procedure	CPT4	CPT4	55520
2110220	Laparoscopy, surgical, with vaginal hysterectomy, for uterus greater than 250 g; with removal of tube(s) and/or ovary(s)	Procedure	CPT4	CPT4	58554
2110338	Uterine evacuation and curettage for hydatidiform mole	Procedure	CPT4	CPT4	59870
2110389	Thymectomy, partial or total; sternal split or transthoracic approach, with radical mediastinal dissection (separate procedure)	Procedure	CPT4	CPT4	60522
2110396	Unlisted procedure, endocrine system	Procedure	CPT4	CPT4	60699
2110600	Replacement or revision of cerebrospinal fluid shunt, obstructed valve, or distal catheter in shunt system	Procedure	CPT4	CPT4	62230
2110762	Injection, anesthetic agent; sciatic nerve, continuous infusion by catheter (including catheter placement)	Procedure	CPT4	CPT4	64446
2212512	Phenylalanine (PKU), blood	Measurement	CPT4	CPT4	84030
2313782	Assessment of tinnitus (includes pitch, loudness matching, and masking)	Procedure	CPT4	CPT4	92625
2725039	Bypass Right Ventricle to Pulmonary Trunk with Nonautologous Tissue Substitute, Open Approach	Procedure	ICD10PCS	ICD10PCS	021K0KP
2725202	Destruction of Right Atrium, Percutaneous Approach	Procedure	ICD10PCS	ICD10PCS	02563ZZ
2726159	Repair Aortic Valve, Percutaneous Approach	Procedure	ICD10PCS	ICD10PCS	02QF3ZZ
2726609	Supplement Left Pulmonary Artery with Zooplastic Tissue, Open Approach	Procedure	ICD10PCS	ICD10PCS	02UR08Z
2726656	Supplement Thoracic Aorta, Descending with Autologous Tissue Substitute, Open Approach	Procedure	ICD10PCS	ICD10PCS	02UW07Z
2727637	Bypass Left Common Carotid Artery to Left Extracranial Artery with Synthetic Substitute, Open Approach	Procedure	ICD10PCS	ICD10PCS	031J0JK
2729539	Reposition Left Temporal Artery, Open Approach	Procedure	ICD10PCS	ICD10PCS	03ST0ZZ
2733882	Insertion of Infusion Device into Left Basilic Vein, Percutaneous Approach	Procedure	ICD10PCS	ICD10PCS	05HC33Z
2742076	Destruction of Right Pleura, Percutaneous Endoscopic Approach	Procedure	ICD10PCS	ICD10PCS	0B5N4ZZ
2749025	Division of Esophagogastric Junction, Percutaneous Endoscopic Approach	Procedure	ICD10PCS	ICD10PCS	0D844ZZ
2750461	Drainage of Pancreas with Drainage Device, Percutaneous Approach	Procedure	ICD10PCS	ICD10PCS	0F9G30Z
2750466	Drainage of Pancreas, Percutaneous Endoscopic Approach	Procedure	ICD10PCS	ICD10PCS	0F9G4ZZ
2750473	Excision of Liver, Percutaneous Endoscopic Approach	Procedure	ICD10PCS	ICD10PCS	0FB04ZZ
2750564	Drainage of Face Skin, External Approach	Procedure	ICD10PCS	ICD10PCS	0H91XZZ
2750729	Excision of Ampulla of Vater, Via Natural or Artificial Opening Endoscopic, Diagnostic	Procedure	ICD10PCS	ICD10PCS	0FBC8ZX
2750819	Drainage of Left Foot Skin, External Approach	Procedure	ICD10PCS	ICD10PCS	0H9NXZZ
2753719	Destruction of Liver, Percutaneous Approach	Procedure	ICD10PCS	ICD10PCS	0F503ZZ
2755610	Release Right Abdomen Muscle, Open Approach	Procedure	ICD10PCS	ICD10PCS	0KNK0ZZ
2756306	Extraction of Left Foot Subcutaneous Tissue and Fascia, Open Approach	Procedure	ICD10PCS	ICD10PCS	0JDR0ZZ
2760065	Excision of Left Temporal Bone, Open Approach	Procedure	ICD10PCS	ICD10PCS	0NB60ZZ
2760881	Excision of Right Lower Leg Tendon, Open Approach	Procedure	ICD10PCS	ICD10PCS	0LBN0ZZ
2766033	Excision of Thoracic Vertebral Disc, Open Approach	Procedure	ICD10PCS	ICD10PCS	0RB90ZZ
2768215	Reposition Lumbar Vertebra with Internal Fixation Device, Open Approach	Procedure	ICD10PCS	ICD10PCS	0QS004Z
2768682	Reposition Right Femoral Shaft with Internal Fixation Device, Open Approach	Procedure	ICD10PCS	ICD10PCS	0QS804Z
2770309	Drainage of Right Ankle Joint, Percutaneous Approach	Procedure	ICD10PCS	ICD10PCS	0S9F3ZZ
2771712	Replacement of Left Elbow Joint with Synthetic Substitute, Open Approach	Procedure	ICD10PCS	ICD10PCS	0RRM0JZ
2774355	Replacement of Right Hip Joint, Femoral Surface with Synthetic Substitute, Open Approach	Procedure	ICD10PCS	ICD10PCS	0SRR0JZ
2776776	Resection of Bladder, Percutaneous Endoscopic Approach	Procedure	ICD10PCS	ICD10PCS	0TTB4ZZ
2777821	Inspection of Pericardial Cavity, Open Approach	Procedure	ICD10PCS	ICD10PCS	0WJD0ZZ
2780494	Resection of Right Testis, Open Approach	Procedure	ICD10PCS	ICD10PCS	0VT90ZZ
2780609	Extirpation of Matter from Uterus, Via Natural or Artificial Opening	Procedure	ICD10PCS	ICD10PCS	0UC97ZZ
2780646	Extraction of Endometrium, Via Natural or Artificial Opening	Procedure	ICD10PCS	ICD10PCS	0UDB7ZZ
2781390	Release Uterine Supporting Structure, Percutaneous Endoscopic Approach	Procedure	ICD10PCS	ICD10PCS	0UN44ZZ
2784255	Detachment at Left Lower Leg, High, Open Approach	Procedure	ICD10PCS	ICD10PCS	0Y6J0Z1
2789572	Plain Radiography of Single Coronary Artery Bypass Graft using Other Contrast	Procedure	ICD10PCS	ICD10PCS	B202YZZ
2791489	Magnetic Resonance Imaging (MRI) of Thoracic Spine using Other Contrast	Procedure	ICD10PCS	ICD10PCS	BR37YZZ
2791490	Magnetic Resonance Imaging (MRI) of Thoracic Spine	Procedure	ICD10PCS	ICD10PCS	BR37ZZZ
2794692	Feeding/Eating Treatment	Procedure	ICD10PCS	ICD10PCS	F08Z3ZZ
2809385	Dilation of Right Femoral Artery using Drug-Coated Balloon, Percutaneous Approach	Procedure	ICD10PCS	ICD10PCS	047K3Z1
4003136	Hand and wrist flexor tendon rupture	Condition	SNOMED	Clinical Finding	202962001
4003684	Overlapping malignant neoplasm of male breast	Condition	SNOMED	Clinical Finding	109887009
4011654	Closed fracture axis, odontoid process	Condition	SNOMED	Clinical Finding	207897005
4015842	Viral hepatitis carrier	Condition	SNOMED	Clinical Finding	170489004
4028933	Adrenomedullary hyperplasia	Condition	SNOMED	Clinical Finding	237781008
4030752	Asphyxiation by hanging	Observation	SNOMED	Clinical Finding	129674006
4042407	Congenital occlusion of ureter	Condition	SNOMED	Clinical Finding	16619007
4052026	Drinker of hard liquor	Observation	SNOMED	Clinical Finding	160588008
4054877	Injury of nerves and spinal cord at thorax level	Condition	SNOMED	Clinical Finding	212357003
4069806	Abnormal blue sclerae	Condition	SNOMED	Clinical Finding	204164000
4092994	Intestinal strongyloidiasis	Condition	SNOMED	Clinical Finding	187174008
4102177	Iris and ciliary body vascular disorder	Condition	SNOMED	Clinical Finding	193501009
4107922	Old intraocular nonmagnetic foreign body in vitreous	Condition	SNOMED	Clinical Finding	193309007
4115180	Fracture malunion - hand	Condition	SNOMED	Clinical Finding	287075005
4115521	Post-traumatic gonarthrosis, bilateral	Condition	SNOMED	Clinical Finding	201858005
4116731	Visuospatial agnosia	Condition	SNOMED	Clinical Finding	285758006
4116805	Finding of measures of head circumference	Observation	SNOMED	Clinical Finding	301339005
4154054	Born in Ghana	Observation	SNOMED	Clinical Finding	315432000
4154061	Born in Kuwait	Observation	SNOMED	Clinical Finding	315459008
4156115	Malignant neoplasm of endocrine gland	Condition	SNOMED	Clinical Finding	371982006
4170460	Anal sphincter tear	Condition	SNOMED	Clinical Finding	275431006
4195797	Bite wound of mouth	Condition	SNOMED	Clinical Finding	312655004
4199964	Country of birth	Observation	SNOMED	Clinical Finding	315355003
4213919	Rugby	Observation	SNOMED	Qualifier Value	415356001
4225437	Occasional	Observation	SNOMED	Qualifier Value	84638005
4227657	Diabetic skin ulcer	Condition	SNOMED	Clinical Finding	422183001
4266330	Nodular fasciitis	Condition	SNOMED	Clinical Finding	400138001
4272171	Uranostaphyloschisis	Condition	SNOMED	Clinical Finding	63567004
4285734	Instability of joint	Condition	SNOMED	Clinical Finding	67374007
4302652	Angioplasty of blood vessel	Procedure	SNOMED	Procedure	418285008
4339410	Disorder of skeletal system	Condition	SNOMED	Clinical Finding	88230002
19003680	Atenolol 0.5 MG/ML Injectable Solution	Drug	RxNorm	Clinical Drug	104308
19008693	Benzoyl Peroxide 50 MG/ML Topical Lotion	Drug	RxNorm	Clinical Drug	106309
19024263	Diazepam 5 MG/ML Injectable Solution [Valium]	Drug	RxNorm	Branded Drug	200938
19025172	Methyldopa 500 MG Oral Tablet [Aldomet]	Drug	RxNorm	Branded Drug	201358
19037833	Domperidone	Drug	RxNorm	Ingredient	3626
19038183	Fluocinonide 0.0005 MG/MG Topical Ointment [Lidex]	Drug	RxNorm	Branded Drug	208323
19039124	Benzoyl Peroxide 100 MG/ML Topical Lotion [Acne Medication]	Drug	RxNorm	Branded Drug	208634
19059242	Sodium Chloride 650 MG Oral Tablet	Drug	RxNorm	Clinical Drug	244050
19072387	Aldesleukin 22000000 UNT Injection	Drug	RxNorm	Clinical Drug	307816
19074139	Benzoyl Peroxide 0.08 MG/MG Topical Gel	Drug	RxNorm	Clinical Drug	308697
19076739	Doxercalciferol 0.0025 MG Oral Capsule	Drug	RxNorm	Clinical Drug	310023
19080130	Loxapine 10 MG Oral Capsule	Drug	RxNorm	Clinical Drug	314078
19102642	Pyrantel Pamoate 144 MG/ML Oral Suspension [Ascarel]	Drug	RxNorm	Branded Drug	404175
19122675	Fenofibrate 160 MG Oral Tablet [Lofibra]	Drug	RxNorm	Branded Drug	603834
19131976	Ibuprofen 100 MG Oral Tablet [Motrin]	Drug	RxNorm	Branded Drug	806013
19133212	nebivolol 20 MG Oral Tablet	Drug	RxNorm	Clinical Drug	827073
19133985	{25 (Prednisone 10 MG Oral Tablet) } Pack	Drug	RxNorm	Clinical Pack	834395
35604230	imiglucerase 400 UNT Injection [Cerezyme]	Drug	RxNorm	Branded Drug	1726268
36249107	obeticholic acid 5 MG Oral Tablet [Ocaliva]	Drug	RxNorm	Branded Drug	1798370
40161410	Quinidine Sulfate 200 MG Oral Tablet	Drug	RxNorm	Clinical Drug	852877
40162595	Acetaminophen 660 MG / Hydrocodone Bitartrate 10 MG Oral Tablet [Vicodin]	Drug	RxNorm	Branded Drug	856912
40165703	Fenoprofen 400 MG Oral Capsule	Drug	RxNorm	Clinical Drug	858116
